,F_value,pvalue,value_counts,subsystem,name,alleles_sim,genes,reaction
ECHA20,0.8908659611157599,0.3467504985031068,"[(0.0, 133), (0.29835924887745546, 7), (0.4528848152951228, 5), (0.14383368245978767, 3), (0.45288481529512303, 2), (1.0, 1), (0.4528848152951229, 1), (0.14383368245978778, 1)]",Cholesterol degradation,MNXR84970,,['Rv3550'],h2o_c + hipecoa_c --> hipohcoa_c
CHCD,0.890865961115757,0.3467504985031068,"[(0.0, 133), (0.2983592488774556, 6), (0.4528848152951228, 4), (0.14383368245978767, 3), (0.45288481529512303, 2), (0.4528848152951229, 2), (1.0, 1), (0.14383368245978778, 1), (0.29835924887745546, 1)]",Cholesterol degradation,MNXR22345,,[],hipohcoa_c + nad_c --> h_c + hipocoa_c + nadh_c
HIAA,0.890865961115757,0.3467504985031068,"[(0.0, 133), (0.2983592488774556, 6), (0.4528848152951228, 6), (0.14383368245978767, 3), (0.45288481529512303, 2), (1.0, 1), (0.14383368245978778, 1), (0.29835924887745546, 1)]",Cholesterol degradation,HIAA,,[],h2o_c + hipocoa_c --> accoa_c + hia_c
EX_hia,0.8908659611157538,0.3467504985031068,"[(0.0, 131), (0.2983592488774557, 6), (0.45288481529512303, 6), (0.1438336824597879, 4), (0.45288481529512326, 2), (2.220446049250313e-16, 2), (1.0, 1), (0.2983592488774556, 1)]",Exchange,,,[],hia_e --> 
HIAt,0.8908659611143745,0.34675049850348216,"[(1.0, 131), (0.7016407511225444, 7), (0.5471151847048771, 6), (0.8561663175402122, 4), (0.5471151847048767, 2), (0.9999999999999999, 2), (0.0, 1)]",Transport,THIA Transport,,[],hia_e <=> hia_c
CITLr,0.8861877120303665,0.3480160799151041,"[(1.0, 141), (0.09837475325856493, 1), (0.33129967095758117, 1), (0.4996521479687792, 1), (0.4788516032798543, 1), (0.4015450731521957, 1), (0.10518225448020935, 1), (0.0, 1), (0.5993103128254972, 1), (0.7175026932554154, 1), (0.11829610903309118, 1), (0.07490758703442435, 1), (0.030771450516572374, 1)]",Citric Acid Cycle,,,"['Rv3075c', 'Rv2498c']",cit_c --> ac_c + oaa_c
MAN1PT2,0.8804825687830259,0.349568017957823,"[(5.858054374918709e-09, 32), (0.051764095164933965, 10), (5.858082241516627e-09, 7), (5.8607632080764915e-09, 6), (5.858090790233916e-09, 5), (5.858089791033194e-09, 5), (7.506886001706903e-09, 4), (4.567457523307894e-13, 3), (4.559685962135518e-13, 3), (5.440092820663267e-14, 2), (5.8580533757179865e-09, 2), (7.443300420462151e-09, 2), (8.086180391941866e-09, 2), (5.860009921754283e-09, 2), (6.864002810580416e-09, 2), (5.858090235122404e-09, 2), (5.860528839995993e-09, 1), (5.8555535975557405e-09, 1), (7.260858581048524e-14, 1), (5.860692597892125e-09, 1), (7.442601424045847e-09, 1), (6.8629536498221455e-09, 1), (8.08599298629531e-09, 1), (7.405187574249794e-14, 1), (5.855955609312957e-09, 1), (5.855978035818055e-09, 1), (5.858588392193553e-09, 1), (5.860092189280408e-09, 1), (5.85984116785454e-09, 1), (5.85984161194375e-09, 1), (5.858052043450357e-09, 1), (5.858042384510043e-09, 1), (1.0, 1), (5.858040386108598e-09, 1), (5.860782748001725e-09, 1), (7.508115573706675e-09, 1), (5.859873253299952e-09, 1), (5.860760987630442e-09, 1), (5.860528395906783e-09, 1), (6.864004364892651e-09, 1), (2.220446049250313e-16, 1), (5.855953166822303e-09, 1), (6.8633060346101615e-09, 1), (7.443299643306034e-09, 1), (5.855977147639635e-09, 1), (5.861995222566918e-09, 1), (7.506885557617693e-09, 1), (5.859914997685678e-09, 1), (7.4337783706468485e-09, 1), (5.858920237855614e-09, 1), (5.849587147999102e-09, 1), (5.86843884597954e-09, 1), (7.503900056882173e-09, 1), (5.860784413336262e-09, 1), (6.86430279284167e-09, 1), (5.857713647472451e-09, 1), (5.860408047730914e-09, 1), (7.50735840160388e-09, 1), (5.8577823702776755e-09, 1), (6.86396917082277e-09, 1), (6.863996815376083e-09, 1), (6.864000812178972e-09, 1), (5.847529238600657e-09, 1), (7.506636423570967e-09, 1), (5.83974724133185e-09, 1), (1.3344880755994382e-13, 1), (5.857801244069094e-09, 1), (5.860523843992382e-09, 1), (6.864006807383305e-09, 1), (5.853914020192974e-09, 1), (5.855596230119886e-09, 1), (8.086182168298706e-09, 1), (5.857285878541063e-09, 1), (7.443349159252932e-09, 1), (7.443276439644819e-09, 1), (5.860447571670591e-09, 1), (0.6666666686193523, 1), (6.0074956120814704e-09, 1), (5.856004348103738e-09, 1), (7.506883781260854e-09, 1)]",Fructose and mannose metabolism,mannose-1-phosphate guanylyltransferase (GDP),['Rv3264c'],['Rv3264c'],gdp_c + h_c + man1p_c --> gdpmann_c + pi_c
PDIMAS,0.8571002291484647,0.3560287018061131,"[(0.0001811981201171875, 60), (0.23478031158447266, 52), (0.00016593933105479852, 26), (0.07783317565917958, 1), (0.23384952545166016, 1), (0.7800559997558594, 1), (0.00017833709716796875, 1), (0.00014972686767578125, 1), (0.00027370452880859375, 1), (0.00016975402832042352, 1), (1.0, 1), (0.0022325515747070312, 1), (0.4625673294067383, 1), (0.000148773193359375, 1), (0.23462677001953125, 1), (0.13256359100341797, 1), (0.0, 1), (0.00014781951904296875, 1)]",Membrane Metabolism,PDIMAS,,"['Rv2939', 'Rv2941']",2.0 h_c + phthiocerol_c + 2.0 tamocta_c --> 2.0 h2o_c + pdima_c
PHTHDLS,0.8570763184357012,0.35603539222919045,"[(0.00018405914306640625, 60), (0.23478031158447266, 52), (0.00016784667968761102, 26), (0.000152587890625, 2), (0.07783412933349598, 1), (0.23384952545166016, 1), (0.7800569534301758, 1), (0.000179290771484375, 1), (0.000274658203125, 1), (0.00017166137695323602, 1), (1.0, 1), (0.0022344589233398438, 1), (0.4625682830810547, 1), (0.23462677001953125, 1), (0.13256454467773438, 1), (0.0, 1), (0.00014972686767578125, 1)]",Membrane Metabolism,PHTHDLS,,[],h_c + prephth_c --> co2_c + phthdl_c
PHTHS,0.8570761308461863,0.3560354447190319,"[(0.00018310546875, 60), (0.23478031158447266, 52), (0.00016593933105479852, 26), (0.000148773193359375, 2), (0.07783412933349598, 1), (0.23385047912597656, 1), (0.7800569534301758, 1), (0.00017833709716796875, 1), (0.000274658203125, 1), (0.00016784667968761102, 1), (1.0, 1), (0.0022325515747070312, 1), (0.4625692367553711, 1), (0.23462772369384766, 1), (0.13256454467773438, 1), (0.0, 1), (0.0001468658447265625, 1)]",Membrane Metabolism,PHTHS,,"['Rv2951c', 'Rv2952']",amet_c + nadph_c + phthdl_c --> ahcys_c + nadp_c + phthiocerol_c
HISt2r,0.8491234671627573,0.35827033180835444,"[(0.8660721248613411, 150), (1.0, 1), (0.0, 1), (0.8665558027985459, 1)]",Transport,L histidine reversible transport via proton symport,,[],h_e + his__L_e <=> h_c + his__L_c
NTD11,0.8004336080462753,0.37238761881363713,"[(0.982882109230106, 139), (0.9827004711033711, 6), (0.2689948725062048, 1), (0.9805034762047868, 1), (0.9754488810259837, 1), (0.980697524276693, 1), (0.98022455650932, 1), (0.8973305515379615, 1), (0.0, 1), (1.0, 1)]",Nucleotide Salvage Pathway,5'-nucleotidase (IMP),,[],h2o_c + imp_c --> ins_c + pi_c
NTRIR2x,0.7881441014808969,0.37607380349919406,"[(1.0, 143), (0.9199638154546096, 1), (0.7048845470597416, 1), (0.6677163279436773, 1), (0.21507926839914393, 1), (4.281575094466916e-12, 1), (4.270361841918202e-12, 1), (0.0, 1), (0.7048845470597908, 1), (4.2902348340589924e-12, 1), (0.9199638154602607, 1)]",Redox Metabolism,Nitrite Reductase (NADH),,"['Rv0252', 'Rv0253']",5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c
ENO,0.7838155946234998,0.3773843912466156,"[(0.038031677602351155, 1), (0.06574894267487441, 1), (0.04120009691592841, 1), (0.006107772146347612, 1), (0.043546981417386776, 1), (1.0, 1), (0.006498834753407179, 1), (0.006498834753462801, 1), (0.011898311010644425, 1), (0.030308403409525786, 1), (0.008228958079379622, 1), (0.005055606278736802, 1), (0.009941678899173634, 1), (0.043947240987682434, 1), (0.009775852130471163, 1), (0.09825707006202589, 1), (0.43701483747613024, 1), (0.005056879221876032, 1), (0.009777125075271176, 1), (0.040596056568036, 1), (0.10544288732757479, 1), (0.02884011320660762, 1), (0.10544289130608808, 1), (0.043443914692105956, 1), (0.06451028869323083, 1), (0.04439512016062075, 1), (0.004393778387910441, 1), (0.020291753121923217, 1), (0.006107772146151991, 1), (0.06699005186883178, 1), (0.043259157446177254, 1), (0.04294294106595076, 1), (0.008726232149440016, 1), (0.04077840181184844, 1), (0.03307698301937079, 1), (0.03271370678674723, 1), (0.06556806476965604, 1), (0.0845172480138574, 1), (0.009941678901047246, 1), (0.0987948634934468, 1), (0.005056879233031997, 1), (0.00610649920282158, 1), (0.0017139937584124132, 1), (0.4371039961401235, 1), (0.03857738191861915, 1), (0.006598819300433378, 1), (0.10172016634446979, 1), (0.03030839198906643, 1), (0.005056879233097611, 1), (0.08533051264703195, 1), (0.0017139937583043885, 1), (0.030308403409969653, 1), (0.005056879222560373, 1), (0.008228958079568027, 1), (0.005056879233625966, 1), (0.05057549896219715, 1), (0.005056879221919441, 1), (0.04344390327165881, 1), (0.03030840341027996, 1), (0.005056879222435584, 1), (0.04657577052637396, 1), (0.04404795504024839, 1), (0.006107772145957591, 1), (0.029341086832574748, 1), (0.9065009008586191, 1), (0.02994512718134079, 1), (0.008724959208846972, 1), (0.0033428854602716163, 1), (0.44359393521799384, 1), (0.006107772146328405, 1), (0.008063131312464944, 1), (0.006107772146097368, 1), (0.06637578351640783, 1), (0.008726232150432445, 1), (0.0033428854606550873, 1), (0.00872623215067081, 1), (0.012833713944846448, 1), (0.0033428854612428394, 1), (0.00276488668242858, 1), (0.0033024959528802356, 1), (0.10170646233149783, 1), (0.02994512718064757, 1), (0.941486384585358, 1), (0.1017064623314623, 1), (0.0070122383865190985, 1), (0.47100870375748194, 1), (0.12538311001358982, 1), (0.44401278129323973, 1), (0.00610777214594016, 1), (0.006106499203732407, 1), (0.028633505756460176, 1), (0.006107772146268009, 1), (0.06747766669962119, 1), (0.043443914692000374, 1), (0.04156336924450943, 1), (0.00334288546313799, 1), (0.004886072615815196, 1), (0.10190035405584985, 1), (0.005056879222116395, 1), (0.0, 1), (0.04441123126884139, 1), (0.8644682945499236, 1), (0.00822895807722901, 1), (0.0017139937586343468, 1), (0.0017139937696003527, 1), (0.003342885461719236, 1), (0.006107772146172197, 1), (0.004393778386426406, 1), (0.011898311009192808, 1), (0.1655773470587063, 1), (0.0031546763494868513, 1), (0.0033428854596098123, 1), (0.006107772146244028, 1), (0.011898311009235996, 1), (0.040158261775249615, 1), (0.00505687922254483, 1), (0.044832922473089565, 1), (0.004393778385935243, 1), (0.06409936295093277, 1), (0.08492982652548542, 1), (0.4376294426000269, 1), (0.04110690828973018, 1), (0.04657577052685835, 1), (0.00610777214778413, 1), (0.03821402283924835, 1), (0.008228958081942794, 1), (0.0043937783837721955, 1), (0.009941678898333195, 1), (0.008726232161398784, 1), (0.005056879221981059, 1), (0.011898311008195606, 1), (0.024474471208950854, 1), (0.030308403409910367, 1), (0.003342885460569156, 1), (0.013611031829853015, 1), (0.00872623215057089, 1), (0.024111194979622774, 1), (0.0853305126469851, 1), (0.18089207023828413, 1), (0.06699005186894202, 1), (0.0033428854636188277, 1), (0.02350715463510955, 1), (0.0123447729146966, 1), (0.006107772146475177, 1), (0.00822895808193902, 1), (0.1000466115223333, 1), (0.4393128618437483, 1), (0.06730892356765583, 1), (0.06285679737545558, 1), (0.006107772143192025, 1), (0.18276678238356658, 1), (0.9698848367832709, 1), (0.00649756181346417, 1)]",Glycolysis/Gluconeogenesis,enolase,,['Rv1023'],2pg_c <=> h2o_c + pep_c
PGM,0.7838155946233422,0.3773843912466568,"[(0.9619683223976487, 1), (0.9342510573251257, 1), (0.9587999030840715, 1), (0.9938922278536524, 1), (0.9564530185826132, 1), (0.0, 1), (0.9935011652465928, 1), (0.9935011652465373, 1), (0.9881016889893555, 1), (0.9696915965904742, 1), (0.9917710419206205, 1), (0.9949443937212632, 1), (0.9900583211008265, 1), (0.9560527590123176, 1), (0.9902241478695288, 1), (0.901742929937974, 1), (0.5629851625238698, 1), (0.9949431207781239, 1), (0.9902228749247288, 1), (0.9594039434319641, 1), (0.8945571126724252, 1), (0.9711598867933924, 1), (0.8945571086939119, 1), (0.956556085307894, 1), (0.9354897113067691, 1), (0.9556048798393793, 1), (0.9956062216120896, 1), (0.9797082468780769, 1), (0.993892227853848, 1), (0.9330099481311682, 1), (0.9567408425538229, 1), (0.9570570589340492, 1), (0.9912737678505599, 1), (0.9592215981881516, 1), (0.9669230169806293, 1), (0.9672862932132529, 1), (0.9344319352303441, 1), (0.9154827519861426, 1), (0.9900583210989529, 1), (0.9012051365065532, 1), (0.9949431207669681, 1), (0.9938935007971783, 1), (0.9982860062415875, 1), (0.5628960038598766, 1), (0.9614226180813807, 1), (0.9934011806995666, 1), (0.8982798336555302, 1), (0.9696916080109335, 1), (0.9949431207669024, 1), (0.9146694873529679, 1), (0.9982860062416956, 1), (0.9696915965900303, 1), (0.9949431207774397, 1), (0.991771041920432, 1), (0.9949431207663741, 1), (0.9494245010378028, 1), (0.9949431207780806, 1), (0.9565560967283413, 1), (0.9696915965897199, 1), (0.9949431207775643, 1), (0.9534242294736259, 1), (0.9559520449597516, 1), (0.9938922278540425, 1), (0.9706589131674253, 1), (0.09349909914138088, 1), (0.9700548728186591, 1), (0.991275040791153, 1), (0.9966571145397285, 1), (0.5564060647820064, 1), (0.9938922278536717, 1), (0.991936868687535, 1), (0.9938922278539026, 1), (0.9336242164835922, 1), (0.9912737678495676, 1), (0.996657114539345, 1), (0.9912737678493293, 1), (0.9871662860551536, 1), (0.9966571145387573, 1), (0.9972351133175714, 1), (0.9966975040471198, 1), (0.8982935376685022, 1), (0.9700548728193523, 1), (0.05851361541464206, 1), (0.8982935376685377, 1), (0.992987761613481, 1), (0.5289912962425183, 1), (0.8746168899864102, 1), (0.5559872187067604, 1), (0.9938922278540598, 1), (0.9938935007962677, 1), (0.9713664942435398, 1), (0.9938922278537319, 1), (0.9325223333003789, 1), (0.9565560853079997, 1), (0.9584366307554906, 1), (0.9966571145368619, 1), (0.9951139273841847, 1), (0.8980996459441501, 1), (0.9949431207778836, 1), (1.0, 1), (0.9555887687311586, 1), (0.13553170545007653, 1), (0.991771041922771, 1), (0.9982860062413657, 1), (0.9982860062303995, 1), (0.9966571145382808, 1), (0.9938922278538278, 1), (0.9956062216135737, 1), (0.9881016889908072, 1), (0.8344226529412937, 1), (0.9968453236505133, 1), (0.9966571145403902, 1), (0.9938922278537559, 1), (0.9881016889907639, 1), (0.9598417382247504, 1), (0.9949431207774553, 1), (0.9551670775269103, 1), (0.9956062216140649, 1), (0.9359006370490672, 1), (0.9150701734745146, 1), (0.5623705573999731, 1), (0.9588930917102698, 1), (0.9534242294731416, 1), (0.993892227852216, 1), (0.9617859771607515, 1), (0.9917710419180572, 1), (0.9956062216162278, 1), (0.9900583211016667, 1), (0.9912737678386012, 1), (0.994943120778019, 1), (0.9881016889918044, 1), (0.9755255287910491, 1), (0.9696915965900896, 1), (0.996657114539431, 1), (0.986388968170147, 1), (0.991273767849429, 1), (0.9758888050203773, 1), (0.914669487353015, 1), (0.8191079297617159, 1), (0.9330099481310581, 1), (0.9966571145363812, 1), (0.9764928453648904, 1), (0.9876552270853034, 1), (0.9938922278535247, 1), (0.991771041918061, 1), (0.8999533884776667, 1), (0.5606871381562517, 1), (0.9326910764323442, 1), (0.9371432026245445, 1), (0.9938922278568079, 1), (0.8172332176164334, 1), (0.030115163216729246, 1), (0.993502438186536, 1)]",Glycolysis/Gluconeogenesis,phosphoglycerate mutase,,"['Rv0489', 'Rv3214']",2pg_c <=> 3pg_c
CYTD,0.7805718170483169,0.3783707856911406,"[(0.8888888888888888, 151), (0.0, 1), (1.0, 1)]",Purine and Pyrimidine Biosynthesis,cytidine deaminase,,['Rv3315c'],cytd_c + h2o_c + h_c --> nh4_c + uri_c
NTD2,0.7734875464589176,0.38053777898776875,"[(0.8858944050081358, 149), (0.0, 1), (0.01540114778997781, 1), (0.6644208037559813, 1), (1.0, 1)]",Purine and Pyrimidine Biosynthesis,5'-nucleotidase (UMP),,[],h2o_c + ump_c --> pi_c + uri_c
4ABZt,0.7699500129281928,0.3816264728374732,"[(1.1124434706744069e-13, 136), (0.9143535580113039, 1), (1.0, 1), (0.9143535584631952, 1), (0.9143535585132864, 1), (0.9143535585131475, 1), (0.9143535584261417, 1), (0.9143535585476821, 1), (3.7403413699621524e-13, 1), (4.950484466803573e-13, 1), (0.9143535584889897, 1), (0.9143535580110633, 1), (1.8562928971732617e-13, 1), (0.0, 1), (0.9143535585118284, 1), (0.9143535585012316, 1), (0.9143535585074772, 1), (0.9143535580112493, 1)]",Transport,4-Aminobenzoate mitochondrial transport via diffusion,,[],4abz_e <=> 4abz_c
EX_4abz,0.7699500129279545,0.3816264728375516,"[(1.0, 140), (0.08564644198870563, 1), (0.0, 1), (0.08564644153681444, 1), (0.08564644148672318, 1), (0.08564644148686196, 1), (0.0856464415738678, 1), (0.08564644145232736, 1), (0.08564644151101963, 1), (0.085646441988946, 1), (0.0856464414881809, 1), (0.08564644149877798, 1), (0.0856464414925322, 1), (0.08564644198876037, 1)]",Exchange,,,[],4abz_e --> 
ADCS,0.769180879991377,0.3818637638007615,"[(0.9994282375498647, 3), (0.08507467906462485, 3), (0.9994282375504404, 2), (0.999428237549867, 2), (0.9994282375498658, 2), (0.08507467956290682, 1), (0.9994282375499388, 1), (0.9994282375091836, 1), (0.9994282375636936, 1), (0.999428237465998, 1), (0.9994282375568277, 1), (0.9994282375646446, 1), (0.9994282375508047, 1), (0.9994282376087859, 1), (0.9994282374982664, 1), (0.9994282375759876, 1), (0.999428237550808, 1), (0.9994282375498663, 1), (0.9994282375511404, 1), (0.0, 1), (0.9994282375465086, 1), (0.9994282375636973, 1), (0.9994282374859341, 1), (0.9994282375636965, 1), (0.9994282375498664, 1), (0.9994282375498657, 1), (0.9994282375372738, 1), (0.9994282375159159, 1), (0.9994282375498832, 1), (0.9994282375498661, 1), (0.9994282375497506, 1), (0.9994282375498673, 1), (0.9994282374766953, 1), (0.9994282376135197, 1), (1.0, 1), (0.9994282375254389, 1), (0.999428237550606, 1), (0.9994282374713817, 1), (0.9994282375607495, 1), (0.9994282374986825, 1), (0.9994282375498653, 1), (0.08507467906452859, 1), (0.9994282375465156, 1), (0.9994282375508098, 1), (0.08507467906427602, 1), (0.08507467906441435, 1), (0.9994282375504412, 1), (0.9994282375096671, 1), (0.9994282375625229, 1), (0.999428237579004, 1), (0.999428237563697, 1), (0.9994282374987977, 1), (0.9994282375204601, 1), (0.9994282375371054, 1), (0.999428237546514, 1), (0.9994282375043764, 1), (0.9994282374803312, 1), (0.9994282374823682, 1), (0.9994282375142113, 1), (0.9994282375646406, 1), (0.9994282375497652, 1), (0.9994282375830162, 1), (0.9994282375567954, 1), (0.9994282375504614, 1), (0.9994282376416421, 1), (0.9994282375507727, 1), (0.9994282375508569, 1), (0.999428237544407, 1), (0.9994282375511392, 1), (0.9994282375498611, 1), (0.9994282375636959, 1), (0.9994282375755387, 1), (0.9994282375508077, 1), (0.9994282375498634, 1), (0.9994282375504406, 1), (0.9994282375645992, 1), (0.08507467906450317, 1), (0.9999999999128408, 1), (0.9994282375636988, 1), (0.9994282375063274, 1), (0.9994282374864538, 1), (0.9994282375636997, 1), (0.9994282375649335, 1), (0.9994282375500938, 1), (0.9994282374592206, 1), (0.9994282374937553, 1), (0.9994282375507721, 1), (0.9994282376021906, 1), (0.9994282375399487, 1), (0.9994282374586365, 1), (0.9994282375090396, 1), (0.9994282375465151, 1), (0.9994282376157034, 1), (0.9994282375508659, 1), (0.9994282375469111, 1), (0.99942823754987, 1), (0.9994282375049054, 1), (0.9994282375063636, 1), (0.9994282375498648, 1), (0.9994282375550474, 1), (0.08507467906575439, 1), (0.08507467956314518, 1), (0.9994282375498688, 1), (0.9994282374928637, 1), (0.999428237550439, 1), (0.9994282375498659, 1), (0.9994282375647416, 1), (0.9994282375649718, 1), (0.9994282374586538, 1), (0.9994282375504426, 1), (0.9994282375465326, 1), (0.9994282375498652, 1), (0.999428237549866, 1), (0.9994282375469726, 1), (0.9994282374981798, 1), (0.9994282375424727, 1), (0.9994282375409904, 1), (0.9994282375500243, 1), (0.9994282375160707, 1), (0.9994282375498617, 1), (0.08507467906574162, 1), (0.9994282374796617, 1), (0.9994282375511384, 1), (0.9994282375508087, 1), (0.9994282375465161, 1), (0.9994282375636968, 1), (0.9994282375507708, 1), (0.9994282374813206, 1), (0.9994282375446676, 1), (0.9994282375136916, 1), (0.9994282375473817, 1), (0.9994282375264586, 1), (0.999428237549877, 1), (0.9994282376226401, 1), (0.085074679562958, 1), (0.9998094126006699, 1), (0.9994282374713211, 1), (0.9994282375445822, 1), (0.9994282375545495, 1), (0.9994282375498643, 1), (0.9994282375700357, 1), (0.9994282374835122, 1), (0.999428237630788, 1), (0.9994282375142115, 1), (0.999428237506543, 1), (0.9994282375508053, 1)]",Folate Metabolism,4-amino-4-deoxychorismate synthase,,"['Rv1005c', 'Rv0013']",chor_c + gln__L_c --> 4adcho_c + glu__L_c
ADCL,0.7691808799909496,0.38186376380089204,"[(0.9994282375498647, 3), (0.9994282375504404, 2), (0.999428237549867, 2), (0.9994282375498658, 2), (0.08507467956290682, 1), (0.9994282375499388, 1), (0.9994282375091836, 1), (0.9994282375636936, 1), (0.999428237465998, 1), (0.9994282375568277, 1), (0.9994282375646446, 1), (0.9994282375508047, 1), (0.9994282376087859, 1), (0.9994282374982664, 1), (0.9994282375759876, 1), (0.999428237550808, 1), (0.9994282375498663, 1), (0.9994282375511404, 1), (0.0, 1), (0.9994282375465086, 1), (0.9994282375636973, 1), (0.9994282374859341, 1), (0.9994282375636965, 1), (0.9994282375498664, 1), (0.9994282375498657, 1), (0.9994282375372738, 1), (0.9994282375159159, 1), (0.9994282375498832, 1), (0.9994282375498661, 1), (0.9994282375497506, 1), (0.9994282375498673, 1), (0.9994282374766953, 1), (0.9994282376135197, 1), (1.0, 1), (0.9994282375254389, 1), (0.999428237550606, 1), (0.9994282374713817, 1), (0.9994282375607495, 1), (0.9994282374986825, 1), (0.9994282375498653, 1), (0.08507467906452837, 1), (0.9994282375465156, 1), (0.9994282375508098, 1), (0.0850746790642759, 1), (0.08507467906441424, 1), (0.9994282375504412, 1), (0.9994282375096671, 1), (0.9994282375625229, 1), (0.999428237579004, 1), (0.999428237563697, 1), (0.0850746790646244, 1), (0.9994282374987977, 1), (0.9994282375204601, 1), (0.9994282375371054, 1), (0.999428237546514, 1), (0.9994282375043784, 1), (0.9994282374803312, 1), (0.9994282374823682, 1), (0.9994282375142113, 1), (0.9994282375646406, 1), (0.9994282375497652, 1), (0.9994282375830162, 1), (0.9994282375567954, 1), (0.9994282375504614, 1), (0.9994282376416421, 1), (0.9994282375507727, 1), (0.9994282375508569, 1), (0.999428237544407, 1), (0.9994282375511392, 1), (0.9994282375498611, 1), (0.9994282375636959, 1), (0.9994282375755391, 1), (0.9994282375508077, 1), (0.9994282375498634, 1), (0.9994282375504406, 1), (0.9994282375645992, 1), (0.08507467906450317, 1), (0.9999999999128407, 1), (0.9994282375636988, 1), (0.9994282375063274, 1), (0.9994282374864538, 1), (0.9994282375636997, 1), (0.9994282375649335, 1), (0.9994282375500938, 1), (0.9994282374592206, 1), (0.9994282374937553, 1), (0.9994282375507721, 1), (0.9994282376021906, 1), (0.9994282375399487, 1), (0.9994282374586365, 1), (0.9994282375090396, 1), (0.9994282375465151, 1), (0.9994282376157034, 1), (0.9994282375508659, 1), (0.9994282375469111, 1), (0.99942823754987, 1), (0.9994282375049054, 1), (0.9994282375063636, 1), (0.9994282375498648, 1), (0.9994282375550474, 1), (0.08507467906575417, 1), (0.08507467956314518, 1), (0.9994282375498688, 1), (0.9994282374928637, 1), (0.999428237550439, 1), (0.9994282375498659, 1), (0.9994282375647418, 1), (0.9994282375649718, 1), (0.9994282374586538, 1), (0.9994282375504426, 1), (0.9994282375465332, 1), (0.9994282375498652, 1), (0.999428237549866, 1), (0.9994282375469726, 1), (0.9994282374981798, 1), (0.9994282375424727, 1), (0.9994282375409904, 1), (0.9994282375500243, 1), (0.9994282375160707, 1), (0.9994282375498617, 1), (0.08507467906574118, 1), (0.9994282374796617, 1), (0.9994282375511384, 1), (0.9994282375508087, 1), (0.9994282375465161, 1), (0.9994282375636968, 1), (0.9994282375507708, 1), (0.08507467906462485, 1), (0.9994282374813174, 1), (0.9994282375446676, 1), (0.9994282375136916, 1), (0.9994282375473817, 1), (0.08507467906462463, 1), (0.9994282375264586, 1), (0.999428237549877, 1), (0.9994282376226401, 1), (0.085074679562958, 1), (0.9998094126006699, 1), (0.9994282374713211, 1), (0.9994282375445822, 1), (0.9994282375545495, 1), (0.9994282375498643, 1), (0.9994282375700357, 1), (0.9994282374835122, 1), (0.9994282376307884, 1), (0.9994282375142115, 1), (0.999428237506543, 1), (0.9994282375508053, 1)]",Folate Metabolism,4-aminobenzoate synthase,,['Rv0812'],4adcho_c --> 4abz_c + h_c + pyr_c
